Month,Days,YEAR,Date,Temperature,Min_Temperature,Max_Temperature,Humidity,Precipitation,Surface_Pressure,Wind_speed
Jan,1,2022,01-01-2022,21.95,17.12,27.66,13.24,0,94.21,2.05
jan,2,2022,02-01-2022,22.23,16.81,28.35,12.76,0,94.07,2.03
Jan,3,2022,03-01-2022,21.78,16.42,28.05,12.15,0,94.03,1.85
Jan,4,2022,04-01-2022,21.82,16.48,28.43,11.35,0,94.02,1.97
Jan,5,2022,05-01-2022,20.19,13.77,27.81,10.56,0,94.02,1.3
Jan,6,2022,06-01-2022,19.91,13.26,28.19,10.44,0,93.93,1.26
Jan,7,2022,07-01-2022,19.93,14.25,27.61,11.78,0,93.94,1.53
Jan,8,2022,08-01-2022,20.22,15.92,27.22,11.6,0.08,94.01,1.39
Jan,9,2022,09-01-2022,19.4,13.63,27.3,11.05,0.06,93.89,1.34
Jan,10,2022,10-01-2022,19.62,14.42,27.65,11.41,0,93.88,1.44
Jan,11,2022,11-01-2022,18.46,13.5,26.37,10.62,0,93.93,1.73
Jan,12,2022,12-01-2022,17.3,10.83,25.85,9.4,0,93.86,1.48
Jan,13,2022,13-01-2022,17.08,11.84,24.14,10.07,0,93.85,1.66
Jan,14,2022,14-01-2022,18.3,13.49,25.66,10.5,0,93.85,1.52
Jan,15,2022,15-01-2022,19.27,12.44,28.3,10.62,0,93.9,1.23
Jan,16,2022,16-01-2022,21.62,14.05,29.13,11.23,0,93.96,1.6
Jan,17,2022,17-01-2022,22.69,17.89,28.88,12.27,0.01,94.14,1.77
Jan,18,2022,18-01-2022,22.21,16.51,29.98,10.5,0,94.08,2.11
Jan,19,2022,19-01-2022,21.35,14.62,30.23,8.91,0,93.96,1.7
Jan,20,2022,20-01-2022,21.73,14.68,31.47,8.79,0,93.79,1.68
Jan,21,2022,21-01-2022,21.58,13.9,31.76,8.61,0,93.8,1.91
Jan,22,2022,22-01-2022,20.37,14.99,29.01,11.29,0,93.71,1.96
Jan,23,2022,23-01-2022,19.58,13.95,26.42,11.6,0.07,93.71,2.67
Jan,24,2022,24-01-2022,17.73,12.34,25.62,9.22,0.01,93.69,1.63
Jan,25,2022,25-01-2022,17.95,10.37,27.7,8.06,0,93.68,1.76
Jan,26,2022,26-01-2022,19.33,11.58,29.02,9.16,0,93.72,1.24
Jan,27,2022,27-01-2022,20.66,12.52,29.61,9.03,0,93.74,1.92
Jan,28,2022,28-01-2022,21.19,15.08,30.05,7.51,0,93.86,3.51
Jan,29,2022,29-01-2022,21.07,13.12,30.55,6.59,0,93.98,2.81
Jan,30,2022,30-01-2022,21.61,13.03,31.89,7.69,0,93.88,1.69
Jan,31,2022,31-01-2022,22.72,15.4,32.82,8.3,0,93.78,1.25
Feb,32,2022,01-02-2022,22.53,14.1,33.49,7.51,0,93.72,1.45
Feb,33,2022,02-02-2022,22.76,14.08,34.23,7.39,0,93.77,1.37
Feb,34,2022,03-02-2022,21.46,14.46,31.7,9.4,0,93.76,2.2
Feb,35,2022,04-02-2022,20.19,14.12,29.26,9.4,0,93.7,1.78
Feb,36,2022,05-02-2022,21.24,13.51,32.03,9.52,0,93.7,1.64
Feb,37,2022,06-02-2022,21.94,13.46,32.62,9.7,0,93.92,2.3
Feb,38,2022,07-02-2022,22.48,14.65,32.55,10.5,0,93.95,1.74
Feb,39,2022,08-02-2022,22.27,15.28,32.12,10.56,0,93.86,1.97
Feb,40,2022,09-02-2022,22.48,14.88,32.82,10.07,0,93.8,1.92
Feb,41,2022,10-02-2022,23.2,14.58,32.62,9.16,0,93.78,1.41
Feb,42,2022,11-02-2022,24.98,18.55,33.25,8.85,0,93.75,2.38
Feb,43,2022,12-02-2022,24.12,17.26,33.06,8.73,0,93.74,2.02
Feb,44,2022,13-02-2022,23.47,15.57,32.98,7.26,0,93.62,1.45
Feb,45,2022,14-02-2022,23.37,16.31,33.29,8.36,0,93.61,1.52
Feb,46,2022,15-02-2022,22.58,14.9,32.55,8.54,0,93.65,1.95
Feb,47,2022,16-02-2022,22.07,13.69,31.68,8.54,0,93.54,2.15
Feb,48,2022,17-02-2022,22.62,14.3,32.73,8.48,0,93.43,1.84
Feb,49,2022,18-02-2022,23.57,15.26,33.04,8.91,0,93.54,1.3
Feb,50,2022,19-02-2022,24.71,17.9,33.3,10.25,0,93.77,2.16
Feb,51,2022,20-02-2022,24.99,17.02,35.48,9.89,0,93.72,1.95
Feb,52,2022,21-02-2022,24.94,16.73,35.44,9.34,0,93.67,1.79
Feb,53,2022,22-02-2022,25.43,15.98,36.34,8.24,0,93.75,1.16
Feb,54,2022,23-02-2022,26.14,18.25,35.78,10.07,0,93.91,1.86
Feb,55,2022,24-02-2022,25.94,17.85,35.67,9.95,0,94.02,1.27
Feb,56,2022,25-02-2022,25.8,17.45,35.62,9.16,0,93.95,1.08
Feb,57,2022,26-02-2022,25.01,15.98,35.53,6.04,0,93.93,1.59
Feb,58,2022,27-02-2022,24.67,15.51,34.83,6.65,0,93.97,1.1
Feb,59,2022,28-02-2022,25.37,15.95,35.3,6.41,0,93.9,1.31
Mar,60,2022,01-03-2022,25.98,17.2,35.76,7.02,0,93.9,0.88
Mar,61,2022,02-03-2022,25.94,16.8,35.94,6.41,0,93.85,1.62
Mar,62,2022,03-03-2022,26.27,17.1,35.92,5.8,0,93.83,1.45
Mar,63,2022,04-03-2022,26.23,17.44,36.04,6.53,0,93.85,1.44
Mar,64,2022,05-03-2022,27.01,18.16,36.33,6.84,0,93.79,1.54
Mar,65,2022,06-03-2022,26.85,18.63,35.86,7.75,0,93.73,1.45
Mar,66,2022,07-03-2022,27.1,19.65,35.53,8.06,0,93.73,2.28
Mar,67,2022,08-03-2022,27.82,21.53,35.71,10.25,0,93.75,1.97
Mar,68,2022,09-03-2022,28.26,21.03,36.4,11.35,0,93.72,1.67
Mar,69,2022,10-03-2022,28.07,21.44,35.9,9.95,0,93.69,1.59
Mar,70,2022,11-03-2022,28.5,22.98,34.81,9.64,0,93.67,1.43
Mar,71,2022,12-03-2022,27.86,22.61,33.55,8.79,0,93.67,2.55
Mar,72,2022,13-03-2022,29.03,21.15,36.77,8.67,0,93.65,1.54
Mar,73,2022,14-03-2022,29.22,21.9,37.2,8.79,0,93.7,1.93
Mar,74,2022,15-03-2022,28.16,18.94,38.51,6.65,0,93.62,2.08
Mar,75,2022,16-03-2022,28.49,18.76,39.21,9.28,0,93.51,1.78
Mar,76,2022,17-03-2022,28.7,19.78,39.6,11.17,0,93.49,1.89
Mar,77,2022,18-03-2022,28.19,20.53,38.73,12.51,0,93.45,2.26
Mar,78,2022,19-03-2022,27.04,21.02,36.66,13.55,2.65,93.45,2.67
Mar,79,2022,20-03-2022,26.79,20.18,36.63,12.21,1.74,93.46,2.3
Mar,80,2022,21-03-2022,26.87,19.87,36.38,11.9,0,93.53,2
Mar,81,2022,22-03-2022,27.16,21.21,36.18,13.61,4.88,93.53,1.7
Mar,82,2022,23-03-2022,27.33,21.08,36.3,14.28,1.43,93.48,1.64
Mar,83,2022,24-03-2022,26.91,21.53,35.29,14.77,0.57,93.52,1.98
Mar,84,2022,25-03-2022,27.76,21.7,36.43,14.47,0.62,93.58,1.99
Mar,85,2022,26-03-2022,28.16,20.94,37.98,13.43,0.12,93.77,1.97
Mar,86,2022,27-03-2022,28.75,21.08,38.53,12.94,0.37,93.78,1.59
Mar,87,2022,28-03-2022,29.02,21.79,37.87,12.76,0.01,93.73,1.75
Mar,88,2022,29-03-2022,29.23,21.41,39.98,13,0,93.61,2.07
Mar,89,2022,30-03-2022,29.16,19.59,40.3,10.86,0,93.58,1.88
Mar,90,2022,31-03-2022,29.08,19.9,40.35,10.86,0,93.63,2.05
Apr,91,2022,01-04-2022,28.86,19.03,40.29,8.24,0,93.61,1.95
Apr,92,2022,02-04-2022,29.02,19.71,39.8,10.5,0,93.69,1.88
Apr,93,2022,03-04-2022,29.73,21.16,39.87,11.78,0,93.63,1.79
Apr,94,2022,04-04-2022,29.01,21.47,38.39,13.31,0.37,93.69,1.73
Apr,95,2022,05-04-2022,29.47,22.97,38.67,13.49,2.36,93.83,1.55
Apr,96,2022,06-04-2022,29.61,22.27,38.29,12.88,0.98,93.85,1.34
Apr,97,2022,07-04-2022,29.75,22.39,38.58,12.82,0.24,93.74,1.19
Apr,98,2022,08-04-2022,30.12,24.37,37.9,12.39,0.35,93.65,1.73
Apr,99,2022,09-04-2022,28.61,24.76,35.2,13.98,0.33,93.61,1.56
Apr,100,2022,10-04-2022,27.44,23.44,32.98,15.01,8.46,93.61,1.42
Apr,101,2022,11-04-2022,27.95,22.37,35.73,14.16,0.16,93.53,1.27
Apr,102,2022,12-04-2022,27.96,23.63,33.63,13.31,0,93.46,1.3
Apr,103,2022,13-04-2022,29.5,22.93,38.2,12.39,0,93.37,2.05
Apr,104,2022,14-04-2022,27.51,22.87,34.31,14.65,1.72,93.47,1.95
Apr,105,2022,15-04-2022,26.76,22.4,32.54,15.01,1.75,93.52,1.77
Apr,106,2022,16-04-2022,27.51,21.45,36.04,14.4,4.94,93.42,1.61
Apr,107,2022,17-04-2022,27.16,21.65,34.94,14.77,1.73,93.49,1.81
Apr,108,2022,18-04-2022,27.8,20.87,36.43,13.67,0.05,93.65,1.88
Apr,109,2022,19-04-2022,25.56,22.23,31.86,13.79,3.63,93.88,1.92
Apr,110,2022,20-04-2022,28.63,22.43,37.29,13.06,1.03,93.6,1.38
Apr,111,2022,21-04-2022,29.56,22.15,38.46,12.39,0.01,93.44,2.15
Apr,112,2022,22-04-2022,29.68,24.2,37.3,14.04,0.3,93.53,1.06
Apr,113,2022,23-04-2022,28.23,24.24,33.35,14.47,0.9,93.64,1.65
Apr,114,2022,24-04-2022,25.93,22.89,29.62,15.56,8.8,93.64,1.39
Apr,115,2022,25-04-2022,28.2,21,36.76,13.49,3.13,93.5,1.12
Apr,116,2022,26-04-2022,28.1,21.83,35.9,15.08,5.15,93.53,1.17
Apr,117,2022,27-04-2022,29.02,22.28,36.1,14.16,0.14,93.5,2.05
Apr,118,2022,28-04-2022,28.12,23.51,35.13,15.75,3.5,93.58,1.05
Apr,119,2022,29-04-2022,28.73,22.81,36.66,14.47,1.91,93.65,1.35
Apr,120,2022,30-04-2022,28.28,21.58,37.27,13.67,0,93.51,2.02
May,121,2022,01-05-2022,28.7,21.15,38.47,13.18,0,93.41,2.62
May,122,2022,02-05-2022,28.08,21.61,36.94,13.85,0,93.41,2.92
May,123,2022,03-05-2022,28.13,22.44,36,14.59,0,93.45,2.85
May,124,2022,04-05-2022,29.23,23.44,38.39,14.83,0.6,93.52,2.13
May,125,2022,05-05-2022,28.2,23.33,36.2,14.34,0.52,93.53,2.27
May,126,2022,06-05-2022,28.19,22.94,35.41,14.1,0.32,93.46,2.49
May,127,2022,07-05-2022,28.89,21.82,38.84,14.16,0.06,93.39,3.01
May,128,2022,08-05-2022,29.55,23.21,38.41,14.65,0.01,93.27,2.54
May,129,2022,09-05-2022,29.25,23.77,38,15.14,0.02,93.16,3.84
May,130,2022,10-05-2022,28.71,23.67,37.07,14.95,0,93.16,4.52
May,131,2022,11-05-2022,27.14,23.65,34.08,16.36,1.16,93.24,4
May,132,2022,12-05-2022,26.88,23.25,33.69,16.66,2.71,93.3,3.87
May,133,2022,13-05-2022,26.11,23.34,31.15,16.97,1.56,93.28,3.46
May,134,2022,14-05-2022,26.88,23.11,33.31,15.87,0.04,93.31,3.65
May,135,2022,15-05-2022,27.59,23.39,34.71,16.17,0.03,93.39,3.52
